Cpd_Id	Name	InChIKey	Smiles	DataSet	CpdClass	ECFC4	ECFP6
CHEMBL1615189	CHEMBL1615189	YGBMCLDVRUGXOV-UHFFFAOYSA-N	CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1	SmoAnta	SmoAnta	0.143	0.092
CHEMBL474508	CHEMBL474508	CVZLQNNEWOTLBK-DEOSSOPVSA-N	Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2scnc2C)C3)c1-c1ccc(C(F)(F)F)cc1	SmoAnta	SmoAnta	0.148	0.085
CHEMBL551065	CHEMBL551065	HVOPXEDYTXZCJZ-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2cccc(C)c2C)c1	SmoAnta	SmoAnta	0.128	0.095
CHEMBL4644288	CHEMBL4644288	DGYPDRAGFZNVOC-UHFFFAOYSA-N	CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(C(=O)c2ccccc2Nc2ccnn2C)CC1	SmoAnta	SmoAnta	0.132	0.103
CHEMBL561069	CHEMBL561069	LLMIBFIKVLEZID-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccc(F)cc2)c1	SmoAnta	SmoAnta	0.099	0.082
CHEMBL550190	CHEMBL550190	IGUNWZMHTGDLML-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccc(OC)nc2)c1	SmoAnta	SmoAnta	0.127	0.098
CHEMBL2031267	CHEMBL2031267	UXIZREWXRPGLRQ-UHFFFAOYSA-N	COc1cc(C(=O)NC(=S)Nc2ccc(Cl)c(NC(=O)c3ccc(-c4ccccc4)cc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.21	0.125
CHEMBL3819191	CHEMBL3819191	FMPVKBVJYLSHDT-UHFFFAOYSA-N	CN1CCN(C(=O)c2cc3c(s2)CCN(c2ccc(Cl)c(-c4nc5ccccc5n4C)c2)C3)CC1	SmoAnta	SmoAnta	0.166	0.105
CHEMBL4588930	CHEMBL4588930	VFUWNEXBWKSDNZ-UHFFFAOYSA-N	Cc1ccc(NCc2ccnn2-c2nnc(N3CCC(C(=O)Nc4ccccc4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.144	0.15
CHEMBL4562342	CHEMBL4562342	YHGHBAXLVHCABI-VAVYLYDRSA-N	C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(-n5cn[nH]c5=O)cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.165	0.141
CHEMBL480889	CHEMBL480889	WPHXYKUPFJRJDK-AHWVRZQESA-N	COc1cccc(CN(C(=O)CC(C)(C)C)[C@H]2C[C@@H](C(=O)N3CCNCC3)N(Cc3ccc4c(c3)OCO4)C2)c1	SmoAnta	SmoAnta	0.18	0.127
CHEMBL3604624	CHEMBL3604624	WTIQLXISMIJHAK-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccc3nc(NCC4CC4)sc3c2)cnc1Cl)c1ccccc1	SmoAnta	SmoAnta	0.143	0.104
CHEMBL3604623	CHEMBL3604623	IACDQKWPLBPDSV-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccc3nc(NC4CC4)sc3c2)cnc1Cl)c1cccc(Cl)c1	SmoAnta	SmoAnta	0.151	0.113
CHEMBL557114	CHEMBL557114	WLVDBLWXNWQIPT-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2cccc3c2CCCC3)c1	SmoAnta	SmoAnta	0.128	0.09
CHEMBL495620	CHEMBL495620	QGEYSRVCRYCOOT-UHFFFAOYSA-N	N#Cc1ccc(N2CCCN(c3nnc(Cc4ccccc4)c4ccccc34)CC2)nc1	SmoAnta	SmoAnta	0.102	0.064
CHEMBL3986017	CHEMBL3986017	QIPSSQCEYCIPGI-REHUZNOOSA-N	C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c2nc(CN3CCOCC3)ccc21	SmoAnta	SmoAnta	0.163	0.12
CHEMBL2160075	CHEMBL2160075	USCUNZFONNHOGC-UHFFFAOYSA-N	Clc1ccc(Nc2nccc3ccccc23)cc1-c1ncc(-c2ccccc2)[nH]1	SmoAnta	SmoAnta	0.122	0.094
CHEMBL4572598	CHEMBL4572598	BHQZXBHEQADRKL-HKFHRXRESA-N	C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(NC(=O)c5cccc(O)c5)cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.161	0.116
CHEMBL2031295	CHEMBL2031295	BZLYWEGZFZTCMX-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2ccc(Cl)c(C(=O)Nc3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.219	0.132
CHEMBL3604616	CHEMBL3604616	DRJZUAZDYUBLQP-UHFFFAOYSA-N	CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NC(=O)c4ccc(F)cc4)c3)cc2s1	SmoAnta	SmoAnta	0.145	0.094
CHEMBL3951963	CHEMBL3951963	YMVFMEJSPJLVTH-VGBVCGLRSA-N	C[C@@H]1CC[C@H]2[C@@](C)(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)OC3O[C@@]4(C)CC[C@@H]1[C@]32OO4	SmoAnta	SmoAnta	0.185	0.127
CHEMBL4473275	CHEMBL4473275	IUXMLJCZQUGCQV-UHFFFAOYSA-N	Cc1cnc(NCc2ccnn2-c2nnc(N3CCC(C(=O)NC4CCCCC4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.124	0.147
CHEMBL1813101	CHEMBL1813101	CEQYKGMKRAILAB-JLSDUUJJSA-N	O=C(Nc1c(Cl)cc(F)cc1Cl)N1CCN2C(=O)N([C@H]3C[C@@H]3c3ccccc3)C(=O)[C@@H]2C1	SmoAnta	SmoAnta	0.17	0.117
CHEMBL3933195	CHEMBL3933195	LTFFQOQZXKPQLO-WSGLMESZSA-N	C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](CC(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23O4	SmoAnta	SmoAnta	0.181	0.152
CHEMBL4472335	CHEMBL4472335	AOCSOWXEGDBAIH-CPBHLAHYSA-N	C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(NC(=O)c5cccnc5)cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.151	0.115
CHEMBL473897	CHEMBL473897	CMBJQLGVMBRAFD-SANMLTNESA-N	Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2ccncc2)C3)c1-c1ccc(C(F)(F)F)cc1	SmoAnta	SmoAnta	0.134	0.095
CHEMBL4447164	CHEMBL4447164	BHQZXBHEQADRKL-KAODMTDESA-N	C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(NC(=O)c5cccc(O)c5)cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.161	0.116
CHEMBL3604625	CHEMBL3604625	VSYXKTJYHCGIGG-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccc3nc(NCC4CC4)sc3c2)cnc1Cl)c1cccc(Cl)c1	SmoAnta	SmoAnta	0.148	0.11
CHEMBL2031294	CHEMBL2031294	XYSGHHYBBZATSZ-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2ccc(C)c(C(=O)Nc3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.219	0.106
CHEMBL2043439	CHEMBL2043439	QTYYJMBZPFCFLM-CXAGYDPISA-N	CN1CC[C@@H](NC(=O)Nc2cccnc2)C[C@@H]1c1nc2ccccc2[nH]1	SmoAnta	SmoAnta	0.107	0.101
CHEMBL3819380	CHEMBL3819380	XEAJQRWZHAWYBL-UHFFFAOYSA-N	Cn1c(-c2cc(N3CCc4sc(C(=O)N5CCC(O)CC5)cc4C3)ccc2Cl)nc2ccccc21	SmoAnta	SmoAnta	0.166	0.118
CHEMBL564222	CHEMBL564222	DQTXURLZUXWASR-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccccc2)c1	SmoAnta	SmoAnta	0.093	0.092
CHEMBL561330	CHEMBL561330	UOCGOPWZUQBYRN-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2ccccc2C)c1	SmoAnta	SmoAnta	0.114	0.089
CHEMBL3262645	CHEMBL3262645	BPHYGHBTVBYLRD-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)Nc5cccnc5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.172	0.113
CHEMBL3604622	CHEMBL3604622	MABJHKMPCZXFBN-UHFFFAOYSA-N	O=C(Nc1cc(-c2ccc3nc(NC4CC4)sc3c2)cnc1Cl)c1ccccc1	SmoAnta	SmoAnta	0.146	0.108
CHEMBL4473575	CHEMBL4473575	YHGHBAXLVHCABI-IRPSRAIASA-N	C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(-n5cn[nH]c5=O)cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.165	0.141
CHEMBL3967752	CHEMBL3967752	PLRSSFZFXGFEFV-MDYRTPRTSA-N	Cc1ccc2c(n1)[C@H]([C@@H](C)C(=O)Nc1ccc(Cl)c(-c3ccccn3)c1)CC[C@H]2C	SmoAnta	SmoAnta	0.176	0.127
CHEMBL1082386	CHEMBL1082386	AMQWUBPMEUNWCK-UHFFFAOYSA-N	N#Cc1cccc(-c2nnc(N3CCN(C(=O)c4ccccc4)CC3)c3ccccc23)c1	SmoAnta	SmoAnta	0.116	0.072
CHEMBL3817897	CHEMBL3817897	FYRPXOUPLPSIOT-UHFFFAOYSA-N	Cn1c(-c2cc(N3CCc4sc(C(=O)N5CCN(c6ccc(Cl)c(Cl)c6)CC5)cc4C3)ccc2Cl)nc2ccccc21	SmoAnta	SmoAnta	0.148	0.103
CHEMBL1084241	CHEMBL1084241	FURZQUUFGCPYIO-SFHVURJKSA-N	C[C@H]1CN(c2nnc(-c3cccnc3)c3ccccc23)CCN1C(=O)c1ccccc1	SmoAnta	SmoAnta	0.118	0.086
CHEMBL3819639	CHEMBL3819639	VYZGTTPOSXHSKJ-UHFFFAOYSA-N	Cn1c(-c2cc(N3CCc4sc(C(=O)N5CCN(S(C)(=O)=O)CC5)cc4C3)ccc2Cl)nc2ccccc21	SmoAnta	SmoAnta	0.166	0.108
CHEMBL3968327	CHEMBL3968327	ZUOAPSOEDVMEJO-MUKKUYKPSA-N	Cc1ccc2c(n1)[C@H]([C@@H](C)C(=O)Nc1ccc(Cl)c(-c3nc(C4CC4)no3)c1)CC[C@H]2C	SmoAnta	SmoAnta	0.201	0.116
CHEMBL4525451	CHEMBL4525451	CKJUFGPGZORPDY-UHFFFAOYSA-N	Cc1ccc(NCc2ccnn2-c2nnc(N3CCC(C(=O)Nc4ccncc4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.144	0.15
CHEMBL2031284	CHEMBL2031284	IXZQFNFNUONWJC-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2cccc(NC(=O)c3ccc(N4CCOCC4)cc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.22	0.119
CHEMBL4276902	CHEMBL4276902	UVIGWWSMAYEMJH-UHFFFAOYSA-N	CN(C(=O)c1ccc([N+](=O)[O-])cc1)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1	SmoAnta	SmoAnta	0.132	0.092
CHEMBL3818767	CHEMBL3818767	FCKSLAFXXUZLQM-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)N5CCN(c6ncccn6)CC5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.127	0.067
CHEMBL4168846	CHEMBL4168846	KAUPFNDRYSGICT-UHFFFAOYSA-N	Cc1ccc(NCc2cccn2-c2nnc(N3CCC(C(=O)NC4CCCCC4C)CC3)s2)cn1	SmoAnta	SmoAnta	0.124	0.113
CHEMBL3924243	CHEMBL3924243	FYBFXVILVGDINR-WSGLMESZSA-N	C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](CC(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4	SmoAnta	SmoAnta	0.178	0.142
CHEMBL3980443	CHEMBL3980443	RGHIUACNCDFLPP-MDYRTPRTSA-N	Cc1ccc2c(n1)[C@H]([C@@H](C)C(=O)Nc1ccc(Cl)c(-c3nc4ccccc4o3)c1)CC[C@H]2C	SmoAnta	SmoAnta	0.188	0.114
CHEMBL4562519	CHEMBL4562519	KSBHDSLUZJLXIN-SQHAQQRYSA-N	C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.161	0.122
CHEMBL3818148	CHEMBL3818148	YUGZVIKQWJLOIO-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)Nc5cccnc5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.132	0.076
CHEMBL3941556	CHEMBL3941556	LOQPFPMIOLQJTQ-OGWOLHLISA-N	Cc1ccc2c(n1)[C@H]([C@@H](C)C(=O)Nc1ccc(Cl)c(-c3nnc(-c4ccnn4C)s3)c1)CC[C@H]2C	SmoAnta	SmoAnta	0.182	0.118
CHEMBL4281406	CHEMBL4281406	UVQRRTFLAPBWDY-UHFFFAOYSA-N	CN(C(=O)c1ccc(Oc2ccccc2)cc1)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1	SmoAnta	SmoAnta	0.128	0.097
CHEMBL3949509	CHEMBL3949509	XFVHLKZDDHYLSX-MRXNPFEDSA-N	COC(=O)[C@H](C)c1ccc(C)c2ccc(C(=O)Nc3ccc(Cl)c(-c4ccccn4)c3)nc12	SmoAnta	SmoAnta	0.174	0.137
CHEMBL3262647	CHEMBL3262647	CDKXZKQXPFEOGX-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)OCC5CC5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.188	0.124
CHEMBL3262644	CHEMBL3262644	GQRQIEUGLKLUGI-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)Nc5ccccn5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.172	0.107
CHEMBL3262632	CHEMBL3262632	CMDQQXBOCJAGIK-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)N5CCCC5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.171	0.114
CHEMBL4527095	CHEMBL4527095	QXSBEBKLAVCCAJ-UHFFFAOYSA-N	Cc1ccc(NCc2ccnn2-c2nnc(N3CCC(C(=O)Nc4ncccc4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.144	0.15
CHEMBL3932585	CHEMBL3932585	KPFRXMSHVWUIES-MDYRTPRTSA-N	Cc1ccc2c(n1)[C@H]([C@@H](C)C(=O)Nc1ccc(Cl)c(-c3nc4ccccc4s3)c1)CC[C@H]2C	SmoAnta	SmoAnta	0.181	0.106
CHEMBL4635021	CHEMBL4635021	SUGACIRRQDVQFQ-UHFFFAOYSA-N	COc1ccccc1Nc1ccccc1C(=O)N1CCC(N(C)C(=O)c2ccc(F)cc2C(F)(F)F)CC1	SmoAnta	SmoAnta	0.168	0.137
CHEMBL3971787	CHEMBL3971787	WPGWBJFFTHWZIM-QANQIFJLSA-N	C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)[C@H]2CC(=O)CC[C@H]21	SmoAnta	SmoAnta	0.176	0.129
CHEMBL4518172	CHEMBL4518172	MTGMYDWJXIQBTM-UHFFFAOYSA-N	Cc1ccc(NCc2ccccc2-c2nnc(N3CCC(C(=O)NC4CCCCC4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.148	0.119
CHEMBL2031282	CHEMBL2031282	CIWMWTKJZQOXBC-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2cccc(NC(=O)c3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.197	0.087
CHEMBL3817987	CHEMBL3817987	YOAUQBAZKJOQJF-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)N5CCOCC5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.141	0.084
CHEMBL2031084	CHEMBL2031084	KVQVEZQDNHMQJV-UHFFFAOYSA-N	COc1cc(C(=O)NC(=S)Nc2cccc(NC(=O)c3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.197	0.087
CHEMBL3262639	CHEMBL3262639	HCAOYAWUNJOYQT-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)Nc5ccccc5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.179	0.124
CHEMBL3126692	CHEMBL3126692	QPWNQEIHZQVOKU-UHFFFAOYSA-N	CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(NC(=O)Nc3ccc(C(F)(F)F)cc3Cl)c2)c(Cl)c1	SmoAnta	SmoAnta	0.134	0.096
CHEMBL4639888	CHEMBL4639888	ZCPKMPIKUSDXEJ-UHFFFAOYSA-N	CN(C(=O)c1ccc([N+](=O)[O-])cc1)C1CCN(C(=O)c2ccccc2Nc2ccnn2C)CC1	SmoAnta	SmoAnta	0.121	0.099
CHEMBL4462158	CHEMBL4462158	KSBHDSLUZJLXIN-SHQCIBLASA-N	C[C@@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.161	0.122
CHEMBL560932	CHEMBL560932	BKYPFBBGDSHHFU-UHFFFAOYSA-N	CCCN(CCC)C(=O)NCc1ccc2c(cnn2-c2ccc(F)cc2)c1	SmoAnta	SmoAnta	0.099	0.074
CHEMBL3818511	CHEMBL3818511	NWPSUTCRLHEOKU-UHFFFAOYSA-N	Cn1c(-c2cc(N3CCc4sc(C(=O)N5CCCC5)cc4C3)ccc2Cl)nc2ccccc21	SmoAnta	SmoAnta	0.164	0.106
CHEMBL3817945	CHEMBL3817945	ALFQWXZWABZKMA-UHFFFAOYSA-N	CN1CCN(C(=O)c2cc3c(s2)CCN(c2cccc(-c4nc5ccccc5n4C)c2)C3)CC1	SmoAnta	SmoAnta	0.139	0.072
CHEMBL3890559	CHEMBL3890559	YESYYUXNJQLDGA-RDQZFCRKSA-N	C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)[C@H]2Cc3c(cnn3-c3ccccc3)C[C@H]21	SmoAnta	SmoAnta	0.15	0.116
CHEMBL562811	CHEMBL562811	LRFHICDJSWCQTA-UHFFFAOYSA-N	CCCC(C)(C)C(=O)NCc1ccc2c(cnn2-c2ccc(F)cc2)c1	SmoAnta	SmoAnta	0.11	0.083
CHEMBL563112	CHEMBL563112	XIDWGLCCNBGPKR-UHFFFAOYSA-N	CCCC(CCC)C(=O)NCc1ccc2c(cnn2-c2cccnc2OC)c1	SmoAnta	SmoAnta	0.127	0.1
CHEMBL454984	CHEMBL454984	YFDHKSKGWQOQGC-LJAQVGFWSA-N	Cc1cccc(C(=O)Nc2ccc3c(c2)C[C@@H](NCc2cnc4ccccc4c2)C3)c1-c1ccc(C(F)(F)F)cc1	SmoAnta	SmoAnta	0.137	0.087
CHEMBL3262640	CHEMBL3262640	WYFLFGUNKBDJTG-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)Nc5ccccc5F)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.185	0.12
CHEMBL3819236	CHEMBL3819236	JJXURMGKHDVKHJ-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)N5CCCC5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.137	0.072
CHEMBL500172	CHEMBL500172	LYODMXQUDKHZIG-LJAQVGFWSA-N	CC(=O)Nc1ccc(CN[C@H]2Cc3ccc(NC(=O)c4cccc(C)c4-c4ccc(C(F)(F)F)cc4)cc3C2)cc1	SmoAnta	SmoAnta	0.145	0.08
CHEMBL552208	CHEMBL552208	CPPOCKDLLMLTSE-UHFFFAOYSA-N	CCCC(C)C(=O)NCc1ccc2c(cnn2-c2ccc(F)cc2)c1	SmoAnta	SmoAnta	0.103	0.066
CHEMBL2031292	CHEMBL2031292	OGFNGTSABBTRAL-UHFFFAOYSA-N	COc1cc(C(=O)NC(=N)Nc2ccc(Cl)c(NC(=O)c3ccccc3)c2)cc(OC)c1OC	SmoAnta	SmoAnta	0.219	0.114
CHEMBL3818879	CHEMBL3818879	NFRRFWAXPDEAAT-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)N5CCN(S(C)(=O)=O)CC5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.14	0.076
CHEMBL3262646	CHEMBL3262646	SHAWLEKYMYKBDX-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)OC(C)C)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.193	0.121
CHEMBL4553897	CHEMBL4553897	HGJIQAITFMUGOA-LBPRGKRZSA-N	C[C@H]1C(=O)N(c2ccc(Cl)cc2)C(=O)N1CC1CCCCC1	SmoAnta	SmoAnta	0.18	0.15
CHEMBL4583477	CHEMBL4583477	OKOUKECKRSIQIW-SQHAQQRYSA-N	C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(c4ccc(N)cc4)CC3)cc2)O1	SmoAnta	SmoAnta	0.159	0.118
CHEMBL2059876	CHEMBL2059876	KIMWGVLICFOIOM-UHFFFAOYSA-N	Cc1ccc(-c2ccncc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1	SmoAnta	SmoAnta	0.113	0.106
CHEMBL4513409	CHEMBL4513409	XCPCXJRSRKPYJT-UHFFFAOYSA-N	Cc1cnc(NCc2ccnn2-c2nnc(N3CCC(C(=O)NC4CCCCC4C)CC3)s2)cn1	SmoAnta	SmoAnta	0.117	0.145
CHEMBL496013	CHEMBL496013	PMNLMFUHSIYHHB-UHFFFAOYSA-N	c1ccc(Cc2nnc(N3CCN(c4ccccc4)CC3)c3ccccc23)cc1	SmoAnta	SmoAnta	0.1	0.056
CHEMBL3262643	CHEMBL3262643	LPFHUFINDXZPRT-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)Nc5ccc(F)c(F)c5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.182	0.106
CHEMBL3818648	CHEMBL3818648	QTHVPVJHEXVRQA-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)N5CCC(O)CC5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.139	0.084
CHEMBL3290331	CHEMBL3290331	XUZUIICAPXZZDU-GOSISDBHSA-N	C[C@@H]1CN(c2nnc(Cc3ccccc3)c3ccc(Cl)cc23)CCN1c1ccc(C#N)cn1	SmoAnta	SmoAnta	0.142	0.103
CHEMBL3262642	CHEMBL3262642	BUBVCHWQDQWTCN-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)Nc5ccc(F)cc5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.185	0.107
CHEMBL184712	CHEMBL184712	PHMWPKDBVRDSTN-UHFFFAOYSA-N	Cc1ccc(NC(=O)c2cc(F)cc(N3CCCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1	SmoAnta	SmoAnta	0.148	0.105
CHEMBL1813102	CHEMBL1813102	IKVPZWMBHFZWES-MNEFBYGVSA-N	N#Cc1cc(Cl)c(NC(=O)N2CCN3C(=O)N([C@H]4C[C@@H]4c4ccccc4)C(=O)[C@@H]3C2)c(Cl)c1	SmoAnta	SmoAnta	0.167	0.114
CHEMBL2059874	CHEMBL2059874	GDRKANJOGSNMTE-UHFFFAOYSA-N	Cc1ccc(-c2cccnc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1	SmoAnta	SmoAnta	0.113	0.103
CHEMBL184721	CHEMBL184721	SVRHUWKSZKNYFQ-UHFFFAOYSA-N	Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1	SmoAnta	SmoAnta	0.147	0.112
CHEMBL3818296	CHEMBL3818296	WWQFPNVPAUTHDL-UHFFFAOYSA-N	Cn1c(-c2cccc(N3CCc4sc(C(=O)N5CCN(c6ccc(Cl)c(Cl)c6)CC5)cc4C3)c2)nc2ccccc21	SmoAnta	SmoAnta	0.143	0.094
CHEMBL4452315	CHEMBL4452315	DXAPNAWHLHNXPW-UHFFFAOYSA-N	Cc1ccc(NCc2ccnn2-c2nnc(N3CCC(C(=O)Nc4cccnc4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.144	0.159
CHEMBL3977846	CHEMBL3977846	RXVLUIAXECSAFS-NGQKKBAQSA-N	C[C@@H]1CC[C@@H]([C@@H](C)C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)[C@H]2Cc3c(c4ccccc4n3C)C[C@H]21	SmoAnta	SmoAnta	0.168	0.115
CHEMBL473892	CHEMBL473892	FQVISFRAFHXJCA-UHFFFAOYSA-N	O=C(Nc1ccc2c(c1)CC(NCc1ccccn1)C2)c1ccccc1-c1ccc(C(F)(F)F)cc1	SmoAnta	SmoAnta	0.116	0.081
CHEMBL496604	CHEMBL496604	HZYOJTRPVYPKHR-UHFFFAOYSA-N	N#Cc1ccc(N2CCN(c3nnc(Cc4ccc(Cl)cc4)c4ccccc34)CC2)nc1	SmoAnta	SmoAnta	0.123	0.065
CHEMBL3262630	CHEMBL3262630	RARPIABSPBJUEX-UHFFFAOYSA-N	Cc1cnc(-c2cc(N3CCn4cc(C(=O)NCC5CC5)nc4C3)ncc2Cl)c(C)c1	SmoAnta	SmoAnta	0.18	0.116
CHEMBL4163487	CHEMBL4163487	ZCVJRSKFVAZOMW-UHFFFAOYSA-N	Cc1ccc(NCc2cccn2-c2nnc(N3CCC(C(=O)NC4CCCC4)CC3)s2)cc1	SmoAnta	SmoAnta	0.127	0.127
CHEMBL4539606	CHEMBL4539606	MZHLASDIRDXOKV-NSHDSACASA-N	C[C@H]1C(=O)N(c2ccc(Cl)cc2)C(=O)N1c1ccccc1	SmoAnta	SmoAnta	0.156	0.128
CHEMBL4470299	CHEMBL4470299	KBUHQQYSJQKOBA-UHFFFAOYSA-N	Cc1ccc(NCc2ccnn2-c2nnc(N3CCC(C(=O)Nc4cnccc4C)CC3)s2)nc1	SmoAnta	SmoAnta	0.144	0.149
CHEMBL3262636	CHEMBL3262636	DJTWCNZFPKKUQZ-GOSISDBHSA-N	COC[C@H]1CCCN1C(=O)c1cn2c(n1)CN(c1cc(-c3ncc(C)cc3C)c(Cl)cn1)CC2	SmoAnta	SmoAnta	0.192	0.142
